sample_collection_date,lineage_name,who_name
2022-02-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-03,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-03,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-05,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-05,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-06,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-06,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-06,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-12,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-12,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,AY.43 (VOC Delta),Delta_VOC
2022-01-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-06,AY.127 (VOC Delta),Delta_VOC
2022-01-06,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-10,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-13,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-13,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-13,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-18,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-19,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-27,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2021-12-17,AY.43 (VOC Delta),Delta_VOC
2021-12-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,AY.5 (VOC Delta),Delta_VOC
2022-01-03,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-03,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-05,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-04,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-04,AY.98.1 (VOC Delta),Delta_VOC
2022-01-06,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-18,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-18,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-19,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-20,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-20,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-19,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-20,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-21,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-26,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-27,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-28,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-01-31,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-06,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,AY.34.1 (VOC Delta),Delta_VOC
2022-02-07,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-07,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-08,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-10,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-09,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-11,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-10,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-14,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-15,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.2 (VOC Omicron),Omicron_VOC (BA.2)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-16,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
2022-02-17,BA.1 (VOC Omicron),Omicron_VOC (BA.1)
